date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-02-21 00:00:00,26.7,22.8,30.8,0,,,13.1,,1009.9,
2024-02-22 00:00:00,27.3,23.6,32.8,0.4,,,14,,1007.1,
2024-02-23 00:00:00,24.1,20,32.8,0.1,,,9.4,,1012.6,
2024-02-24 00:00:00,22.4,17.2,28.5,0.3,,,17.3,,1021.6,
2024-02-25 00:00:00,20.7,15,27.4,0,,,19,,1022.9,
2024-02-26 00:00:00,22.8,18.6,27.5,7.1,,,17.2,,1016.1,
2024-02-27 00:00:00,24,18.8,29.7,0.2,,,8.3,,1011.4,
2024-02-28 00:00:00,25.9,18.2,31.6,0,,,6.5,,1011.7,
2024-02-29 00:00:00,25.2,20.3,31.6,2,,,12.3,,1014.8,
2024-03-01 00:00:00,22.2,16,30.2,0,,,12.8,,1014.7,
2024-03-02 00:00:00,25.8,22.8,30.1,15.9,,,13.5,,1008.6,
2024-03-03 00:00:00,20.7,12.6,31,0,,,13.8,,1017.5,
2024-03-04 00:00:00,19.2,11,26.9,0,,,7.8,,1018.5,
2024-03-05 00:00:00,19.1,13.6,27.5,0,,,9.2,,1019.1,
2024-03-06 00:00:00,20.1,11.6,26.5,0,,,12.1,,1016,
2024-03-07 00:00:00,24,16.6,30.3,0,,,12.5,,1014.2,
2024-03-08 00:00:00,24.8,20.5,31,0,,,16.1,,1010.2,
2024-03-09 00:00:00,24.7,19.6,31.2,0.3,,,11.6,,1008.9,
2024-03-10 00:00:00,22.6,17.6,31.2,0,,,15.2,,1014.5,
2024-03-11 00:00:00,22.8,20.2,27.5,0,,,17.1,,1012.9,
2024-03-12 00:00:00,20.8,17.2,26.3,103.9,,,20.5,,1010.2,
2024-03-13 00:00:00,21.8,19.2,23.9,3.7,,,9,,1009.7,
2024-03-14 00:00:00,22.3,20.7,24.3,10.9,,,8.8,,1009.2,
2024-03-15 00:00:00,23.4,20.2,27.6,0.4,,,9.3,,1009.7,
2024-03-16 00:00:00,24.1,21.2,28.4,0,,,5.6,,1007,
2024-03-17 00:00:00,22.4,17.6,28.5,0,,,15.9,,1011.7,
2024-03-18 00:00:00,23.6,20,27.4,13.7,,,12.9,,1008.8,
2024-03-19 00:00:00,22.7,18.6,28,26.9,,,15.7,,1008.1,
2024-03-20 00:00:00,21.9,19,28.4,103.1,,,16,,1001.5,
2024-03-21 00:00:00,17.4,11.5,23,33,,,11.2,,1016.5,
2024-03-22 00:00:00,16,9,22,0,,,7.8,,1024.5,
2024-03-23 00:00:00,20.4,13.1,24.5,0,,,13.6,,1019.8,
2024-03-24 00:00:00,22.3,16.2,28,0,,,4.3,,1015.4,
2024-03-25 00:00:00,20.9,15,28.6,0,,,10.4,,1018.1,
2024-03-26 00:00:00,17.4,13.6,26.5,0,,,11.3,,1018,
2024-03-27 00:00:00,21.9,16.2,27.2,0,,,9,,1016.6,
2024-03-28 00:00:00,22.7,18,28,0,,,8.7,,1017.6,
2024-03-29 00:00:00,22.7,15,28,0,,,10.1,,1014.4,
2024-03-30 00:00:00,24.4,19,31,0.1,,,12.4,,1010.5,
2024-03-31 00:00:00,18.3,15,22,0,,,15.2,,1015.1,
2024-04-01 00:00:00,16.8,14.4,20,0,,,10.6,,1017.7,
2024-04-02 00:00:00,16.1,7,22,0,,,11.9,,1014.8,
2024-04-03 00:00:00,18.1,14.5,22,17,,,11.1,,1012,
2024-04-04 00:00:00,17.7,10,25.4,0,,,6.4,,1016.2,
2024-04-05 00:00:00,19.4,11,27.3,0,,,4.5,,1019.3,
2024-04-06 00:00:00,21.7,14.6,27.9,0,,,10.8,,1017.4,
2024-04-07 00:00:00,20.1,15.5,26.3,0,,,9.5,,1016.1,
2024-04-08 00:00:00,20.2,15.8,25.6,0,,,8.9,,1013.5,
2024-04-09 00:00:00,19.9,15.5,26,0,,,9.3,,1014.7,
2024-04-10 00:00:00,15.2,11.5,26.2,0,,,16.4,,1021.6,
2024-04-11 00:00:00,13.8,8.5,19,0,,,14.4,,1025.5,
2024-04-12 00:00:00,15.5,11.7,20,1.5,,,14.8,,1023.5,
2024-04-13 00:00:00,17.3,14,20,5.1,,,22.6,,1017.8,
2024-04-14 00:00:00,20.2,18.6,22,26.3,,,21.1,,1011.9,
2024-04-15 00:00:00,22,20.6,24.6,50,,,24.2,,1004.3,
2024-04-16 00:00:00,17.7,13.9,25,9.9,,,15.3,,1006.2,
2024-04-17 00:00:00,16.7,12,23,0,,,16.4,,1013.6,
2024-04-18 00:00:00,16.1,9.3,23.2,0,,,7.6,,1016.3,
2024-04-19 00:00:00,20.8,16.8,27,0,,,13,,1012.1,
2024-04-20 00:00:00,21.7,18,27.2,0,,,11.2,,1013.1,
2024-04-21 00:00:00,20.1,17.5,27,13.6,,,14.4,,1013.9,
2024-04-22 00:00:00,17.7,14.5,21.5,13,,,19.2,,1012.5,
2024-04-23 00:00:00,17.2,11.9,20.4,0,,,10.9,,1013.4,
2024-04-24 00:00:00,12.6,6.2,20.4,0,,,8.1,,1018.9,
2024-04-25 00:00:00,14.1,8.6,19.3,4.1,,,11.4,,1015.3,
2024-04-26 00:00:00,17.2,15.4,19.2,16.8,,,10.5,,1007.8,
2024-04-27 00:00:00,13.5,8.2,19.3,9.9,,,7.3,,1013,
2024-04-28 00:00:00,13.2,7,20.3,0,,,9,,1013.6,
2024-04-29 00:00:00,15.4,10.4,20.4,0,,,14.5,,1008.3,
2024-04-30 00:00:00,18.5,17,20.3,0.1,,,8.4,,1006,
2024-05-01 00:00:00,13.8,10,16.9,0,,,8.2,,1011.9,
2024-05-02 00:00:00,11.6,7.5,17,1,,,8.8,,1015.4,
2024-05-03 00:00:00,9.6,2.2,16.6,0,,,6,,1016.4,
2024-05-04 00:00:00,13.6,6.8,18,0,,,10.9,,1014,
2024-05-05 00:00:00,18.7,17.3,20.8,0.3,,,7.7,,1010.8,
2024-05-06 00:00:00,18.3,16.8,21.2,2,,,8,,1007,
2024-05-07 00:00:00,17.4,15.8,20.5,0.5,,,7.3,,1004.3,
2024-05-08 00:00:00,15,7.3,18.4,0,,,17.6,,1009.2,
2024-05-09 00:00:00,9.4,2,16.7,0,,,8.4,,1020.2,
2024-05-10 00:00:00,10.6,5,17,0,,,7.1,,1017.1,
2024-05-11 00:00:00,11.5,7.2,17.3,0,,,12,,1018.1,
2024-05-12 00:00:00,9.6,6.5,18,0,,,12.4,,1018.3,
2024-05-13 00:00:00,7.5,2.4,13.2,0,,,9.5,,1024.4,
2024-05-14 00:00:00,6.8,1.5,13.5,0,,,9.4,,1025.5,
2024-05-15 00:00:00,9.3,3.3,15.5,0,,,11.2,,1019.7,
2024-05-16 00:00:00,12,7.6,18.2,0,,,10.5,,1013.7,
2024-05-17 00:00:00,8.1,2.5,18.2,0,,,8.1,,1018.8,
2024-05-18 00:00:00,6.8,2.2,12.2,0,,,6.3,,1026.1,
2024-05-19 00:00:00,6.6,1.1,13,0,,,3.4,,1026,
2024-05-20 00:00:00,10.4,3.2,16,0,,,11.8,,1019.3,
2024-05-21 00:00:00,12.9,8.5,17.2,0,,,8.5,,1016.3,
2024-05-22 00:00:00,11.6,8,16.5,0,,,8,,1015.8,
2024-05-23 00:00:00,11.7,9.2,14.5,0,,,12.4,,1018.6,
2024-05-24 00:00:00,8.4,3.6,14.6,0,,,12.9,,1025.7,
2024-05-25 00:00:00,5.2,-1.1,11.7,0,,,7.4,,1030.5,
2024-05-26 00:00:00,6.6,-0.4,12,0,,,8.2,,1030.1,
2024-05-27 00:00:00,8.4,1.2,12.3,0,,,11.1,,1027.9,
2024-05-28 00:00:00,10.2,8,14.4,0,,,6.8,,1026.8,
2024-05-29 00:00:00,13.6,11.2,16.6,0,,,11.4,,1024.2,
2024-05-30 00:00:00,14.8,9.9,17.2,0,,,6.3,,1023.6,
2024-05-31 00:00:00,12.4,9.9,18,0,,,10.5,,1020.8,
2024-06-01 00:00:00,16.2,13.1,22.4,0.3,,,11.7,,1013.4,
2024-06-02 00:00:00,11.3,7,22.5,0,,,7.4,,1017.8,
2024-06-03 00:00:00,6.3,0.5,13,0,,,8.3,,1029.5,
2024-06-04 00:00:00,9.8,6.4,13,0,,,11.1,,1025.7,
2024-06-05 00:00:00,13.3,11,16.3,0,,,11.4,,1018.3,
2024-06-06 00:00:00,15.5,11,20.8,0,,,5.4,,1016.3,
2024-06-07 00:00:00,16.9,14.2,21.2,5,,,10.6,,1018.1,
2024-06-08 00:00:00,19.9,15.8,23.8,0,,,11.9,,1013,
2024-06-09 00:00:00,21.1,14.3,25.6,0,,,17.1,,1004.8,
2024-06-10 00:00:00,14.2,8.1,26.5,0,,,8,,1015.6,
2024-06-11 00:00:00,13,8.5,19.4,0.2,,,14.2,,1016,
2024-06-12 00:00:00,17.8,14.9,22.2,0,,,11,,1008.9,
2024-06-13 00:00:00,24.6,22.6,27.6,0,,,17.8,,999.1,
2024-06-14 00:00:00,19.3,16,28.2,0,,,7.6,,1005.9,
2024-06-15 00:00:00,13.6,6.8,21.8,0,,,6.3,,1018.2,
2024-06-16 00:00:00,12.4,7.3,20.1,0,,,9,,1020.2,
2024-06-17 00:00:00,11.9,7,17.6,0,,,9.2,,1014.2,
2024-06-18 00:00:00,16.1,14.2,18.2,0.8,,,8.7,,1007.6,
2024-06-19 00:00:00,13.4,8.1,17.8,0.5,,,8.1,,1012.9,
2024-06-20 00:00:00,9.6,3,17.8,0,,,14.3,,1018.8,
2024-06-21 00:00:00,15.6,13.2,18.5,22,,,13.4,,1009.2,
2024-06-22 00:00:00,15.8,13.4,18.3,3.5,,,9.4,,1007.6,
2024-06-23 00:00:00,11.3,6.1,16.5,7.1,,,12.2,,1014.1,
2024-06-24 00:00:00,6.9,2.3,14,0,,,8,,1023.8,
2024-06-25 00:00:00,6.8,2.8,12.2,2.1,,,6.9,,1027.1,
2024-06-26 00:00:00,9.1,5,13.2,1.7,,,15.5,,1018,
2024-06-27 00:00:00,11.9,6.4,16.5,0,,,16.6,,1006.5,
2024-06-28 00:00:00,9.2,5,16.6,0,,,17,,1014.7,
2024-06-29 00:00:00,4.4,-0.5,11.3,0,,,16.8,,1023.3,
2024-06-30 00:00:00,7.2,-0.4,14.6,0,,,14.5,,1019.7,
2024-07-01 00:00:00,11.7,6.8,17.6,0,,,12,,1016.9,
2024-07-02 00:00:00,11.9,4.7,19,0,,,11.7,,1013.6,
2024-07-03 00:00:00,8,2.4,19.2,0,,,9.4,,1017,
2024-07-04 00:00:00,5.1,-1.4,12,0,,,7.3,,1019.6,
2024-07-05 00:00:00,3.8,-3.4,12,0,,,10.6,,1025.8,
2024-07-06 00:00:00,3.1,-3,11.4,0,,,5.5,,1028.2,
2024-07-07 00:00:00,5.9,-2.8,10,0,,,7.4,,1029.7,
2024-07-08 00:00:00,2.8,-2.6,9.6,0,,,6.1,,1031,
2024-07-09 00:00:00,1.6,-4.4,8.3,0,,,4.4,,1029.8,
2024-07-10 00:00:00,1.6,-4.7,9.5,0,,,4.3,,1023.8,
2024-07-11 00:00:00,3.1,-4,11.2,0,,,3.8,,1026.4,
2024-07-12 00:00:00,5,-2,13.6,0,,,5.4,,1034.1,
2024-07-13 00:00:00,5.2,-1.5,13.7,0,,,3.4,,1033.4,
2024-07-14 00:00:00,3.9,-3,14,0,,,6.4,,1031.5,
2024-07-15 00:00:00,8.8,3.2,15.7,0,,,9.7,,1031.2,
2024-07-16 00:00:00,11.6,5.6,17.7,0,,,9.4,,1027.5,
2024-07-17 00:00:00,13.1,8.7,18.1,0,,,8.3,,1023.3,
2024-07-18 00:00:00,14,9.8,19.9,0,,,9.5,,1018.9,
2024-07-19 00:00:00,10.7,7,20.6,0,,,15.2,,1027.3,
2024-07-20 00:00:00,7.8,5.5,14.7,2.9,,,13.9,,1026.6,
2024-07-21 00:00:00,11.4,10.4,12.6,0,,,5.9,,1020.8,
2024-07-22 00:00:00,11.7,10.1,14.5,0,,,8.1,,1021.9,
2024-07-23 00:00:00,11.8,9.7,14.6,0,,,8.7,,1019.2,
2024-07-24 00:00:00,16.3,11,19.6,13.2,,,11.2,,1014.5,
2024-07-25 00:00:00,12.6,6.4,20.3,0,,,8.5,,1017.1,
2024-07-26 00:00:00,12.2,3.5,20.5,0,,,7.5,,1019.2,
2024-07-27 00:00:00,10.3,3,19.4,0,,,6.4,,1020.3,
2024-07-28 00:00:00,8.1,2.6,19.6,0,,,7.2,,1026.8,
2024-07-29 00:00:00,5.1,-2,14.1,0,,,9.2,,1032.7,
2024-07-30 00:00:00,8.1,2,13.9,0,,,13,,1026.1,
2024-07-31 00:00:00,14,11.2,16.7,0,,,14.2,,1016.4,
2024-08-01 00:00:00,20.2,16.2,24.5,0.4,,,15.8,,1008.4,
2024-08-02 00:00:00,26,22.4,30.2,0.6,,,24.2,,1001.4,
2024-08-03 00:00:00,18,11.5,30.5,29.1,,,13.4,,1009.4,
2024-08-04 00:00:00,11.1,5.7,17.6,0,,,9.5,,1021,
2024-08-05 00:00:00,11.4,5.8,18.3,0,,,15.1,,1017.3,
2024-08-06 00:00:00,16.1,14.5,17.5,2.6,,,10.4,,1010,
2024-08-07 00:00:00,10.8,5.6,17.5,1,,,17.4,,1012.9,
2024-08-08 00:00:00,7.7,4.6,14.4,0,,,15.1,,1014.6,
2024-08-09 00:00:00,6.3,2,10.4,0.1,,,12.6,,1023.8,
2024-08-10 00:00:00,10.1,4.2,16.8,0,,,17.2,,1017.5,
2024-08-11 00:00:00,11.9,5.6,17.6,0,,,18.5,,1018,
2024-08-12 00:00:00,7.3,1,13,0,,,9.1,,1025.8,
2024-08-13 00:00:00,12.6,6.7,18.6,0,,,13.9,,1021,
2024-08-14 00:00:00,13.8,9.4,19.3,0,,,11.2,,1017.4,
2024-08-15 00:00:00,13,5.2,20.2,0,,,8,,1016.7,
2024-08-16 00:00:00,9.2,7,20.5,0,,,15.7,,1021,
2024-08-17 00:00:00,11.7,8.7,16.3,0,,,14.9,,1020.5,
2024-08-18 00:00:00,11.5,6.7,16.6,0.9,,,10.2,,1017.8,
2024-08-19 00:00:00,12.1,8,15.4,0,,,18.3,,1021.8,
2024-08-20 00:00:00,7.7,3.5,13.3,0,,,18.7,,1024.8,
2024-08-21 00:00:00,11.3,10.1,13.4,12.7,,,15.5,,1012.1,
2024-08-22 00:00:00,9,7.2,13.7,1,,,13.8,,1015.4,
2024-08-23 00:00:00,7,2.2,12,0,,,8.8,,1021.9,
2024-08-24 00:00:00,7.4,1.4,12.6,0,,,6.7,,1027.3,
2024-08-25 00:00:00,6.5,2,13.7,0,,,8.6,,1031.4,
2024-08-26 00:00:00,7.4,0.4,13.6,0,,,9.2,,1028.3,
2024-08-27 00:00:00,10.7,1.9,18.2,,,,7.2,,1026.8,
2024-08-28 00:00:00,12.3,5.8,18.7,,,,13.3,,1024.5,
2024-08-29 00:00:00,12.1,6,18.5,,,,11.8,,1024.5,
2024-08-30 00:00:00,10.3,8.6,18,,,,18,,1025.5,
2024-08-31 00:00:00,10.4,8.5,12.2,,,,21.9,,1017.8,
2024-09-01 00:00:00,11.6,8.2,15.5,,,,12.8,,1019.4,
2024-09-02 00:00:00,12.7,9.2,17,,,,13.3,,1012.7,
2024-09-03 00:00:00,13.8,10.2,18.3,,,,10.7,,1015,
2024-09-04 00:00:00,13,6.6,19.2,0,,,9.3,,1021.2,
2024-09-05 00:00:00,10.8,0.5,19.6,0,,,9.6,,1022.4,
2024-09-06 00:00:00,16.3,13.2,21.1,0,,,18.4,,1012,
2024-09-07 00:00:00,15.3,7,22.2,0,,,7.6,,1014.7,
2024-09-08 00:00:00,14.6,6.7,22.9,0,,,10.3,,1019.4,
2024-09-09 00:00:00,14.6,9.8,23,0.1,,,14.3,,1015.1,
2024-09-10 00:00:00,15.7,13.8,20.6,0,,,7.6,,1009.3,
2024-09-11 00:00:00,14.4,10.2,21,0,,,11.6,,1015.2,
2024-09-12 00:00:00,13.3,5.3,19.6,0,,,9.5,,1018.1,
2024-09-13 00:00:00,14.1,6.4,20.1,0,,,7.8,,1015.8,
2024-09-14 00:00:00,12.4,5.6,20.3,0,,,10.8,,1023,
2024-09-15 00:00:00,14.5,8.5,20,0,,,12.9,,1024,
2024-09-16 00:00:00,18.5,12,24.6,0,,,11,,1022.6,
2024-09-17 00:00:00,19.5,14.6,24.9,0,,,14.8,,1018.7,
2024-09-18 00:00:00,20.7,15,26.2,0,,,15.1,,1013.9,
2024-09-19 00:00:00,19.9,16.4,26.8,19.7,,,16.3,,1004.9,
2024-09-20 00:00:00,15.9,7.4,23.5,0,,,7,,1013.9,
2024-09-21 00:00:00,20,13.8,25.2,0,,,18.8,,1011.3,
2024-09-22 00:00:00,20.1,12.6,26.2,0,,,15.8,,1005.7,
2024-09-23 00:00:00,14.5,9.8,21.2,0,,,13.8,,1014.3,
2024-09-24 00:00:00,15.5,10,22.6,0,,,18.5,,1015.4,
2024-09-25 00:00:00,15.8,10.4,22.6,0,,,15.9,,1015.9,
2024-09-26 00:00:00,14.1,7.4,21.6,0,,,13.5,,1023.4,
2024-09-27 00:00:00,14.2,4.2,20.6,0,,,9.1,,1020.3,
2024-09-28 00:00:00,19.8,14.5,26,0,,,11.5,,1015.3,
2024-09-29 00:00:00,21.5,15.2,27.7,0,,,12.9,,1011.3,
2024-09-30 00:00:00,23.2,19.2,30,6.2,,,13.4,,1002.2,
2024-10-01 00:00:00,16.2,9.5,30,0,,,10.3,,1010.9,
2024-10-02 00:00:00,13.2,7.9,20.2,0,,,8.4,,1018.6,
2024-10-03 00:00:00,12.8,3.4,19.6,0,,,8.2,,1024.3,
2024-10-04 00:00:00,17.1,12.1,22.1,0,,,16.2,,1021.7,
2024-10-05 00:00:00,19.3,10.3,26.2,0,,,10.6,,1018.8,
2024-10-06 00:00:00,17.6,13.5,26.5,0,,,20,,1019.4,
2024-10-07 00:00:00,18.3,15.5,23.2,0,,,15.6,,1014.6,
2024-10-08 00:00:00,15.6,12,21,0,,,13,,1019.4,
2024-10-09 00:00:00,15.6,11.2,20.8,0.1,,,16.3,,1023.7,
2024-10-10 00:00:00,17.8,12.5,22.2,0,,,11.8,,1015.8,
2024-10-11 00:00:00,19.8,11,28,0,,,10.4,,1008.8,
2024-10-12 00:00:00,18.3,12,28.5,3,,,9.3,,1017.2,
2024-10-13 00:00:00,17.9,13.5,24,0,,,6.2,,1022.7,
2024-10-14 00:00:00,17.2,11.5,21.3,8.8,,,12.8,,1021.6,
2024-10-15 00:00:00,19.7,14,25.6,0,,,7.2,,1017.1,
2024-10-16 00:00:00,19.5,12.2,25.5,0,,,11.3,,1016.1,
2024-10-17 00:00:00,19.2,14,26.3,0.5,,,11.9,,1015.5,
2024-10-18 00:00:00,19.6,12.4,26.5,0,,,9.6,,1017.6,
2024-10-19 00:00:00,22.1,14.4,28.3,0,,,11.8,,1014.1,
2024-10-20 00:00:00,25,19.3,30.4,0,,,19.1,,1009,
2024-10-21 00:00:00,28,22.8,32.8,0.4,,,13.9,,1010.9,
2024-10-22 00:00:00,24.6,18.2,33.2,1.7,,,17,,1015.7,
2024-10-23 00:00:00,19.8,17.4,28.9,0.5,,,17.2,,1008.4,
2024-10-24 00:00:00,17.7,14.2,21.7,29,,,9.9,,1000.9,
2024-10-25 00:00:00,13.9,9.9,18,4.3,,,11.6,,1007.2,
2024-10-26 00:00:00,15.3,6.2,24.9,0,,,12.6,,1016.7,
2024-10-27 00:00:00,19.9,11.4,27.2,0,,,10.7,,1018.5,
2024-10-28 00:00:00,24,18,30,0,,,12.2,,1016.3,
2024-10-29 00:00:00,25.5,19.4,31.4,0,,,11.3,,1016.2,
2024-10-30 00:00:00,25.7,21.5,31.6,0,,,14.5,,1015.1,
2024-10-31 00:00:00,24.1,19.9,30.5,0,,,16,,1011.6,
2024-11-01 00:00:00,25.6,19.8,31.6,0,,,14.3,,1006.1,
2024-11-02 00:00:00,22.6,18.8,32.4,1,,,11.8,,1010.6,
2024-11-03 00:00:00,18.8,11.8,24.8,0,,,19.8,,1016.7,
2024-11-04 00:00:00,19.6,14.4,25.4,0.3,,,11,,1012.3,
2024-11-05 00:00:00,18.2,11.2,25,0,,,11.1,,1019.6,
2024-11-06 00:00:00,19.9,11.8,26,0.9,,,13.1,,1015.4,
2024-11-07 00:00:00,19.3,15.4,26.6,0,,,17.6,,1018.3,
2024-11-08 00:00:00,18.3,9.9,25,0.2,,,9.8,,1017.7,
2024-11-09 00:00:00,22.5,16.1,28,0,,,12.4,,1013.8,
2024-11-10 00:00:00,23.1,16.3,30,4.4,,,12.9,,1009.7,
2024-11-11 00:00:00,16.9,12.6,30.2,11.9,,,16.4,,1012.2,
2024-11-12 00:00:00,16.1,7.7,23.2,0,,,9.9,,1013.6,
2024-11-13 00:00:00,19.6,10.4,26.2,0,,,7.3,,1012.2,
2024-11-14 00:00:00,24.2,18,29.9,0,,,13,,1012.7,
2024-11-15 00:00:00,26.5,21.9,31.4,0,,,15.2,,1009.5,
2024-11-16 00:00:00,27.9,21.9,33.5,0,,,12,,1008.9,
2024-11-17 00:00:00,16.6,14.6,21.2,38.5,,,17.7,,1014.5,
2024-11-18 00:00:00,18,10,25,0,,,13.6,,1018.8,
2024-11-19 00:00:00,18,9,24,0,,,13.2,,1018.3,
2024-11-20 00:00:00,21.1,16,26,0.2,,,16.2,,1018.5,
2024-11-21 00:00:00,22.3,18,27,0,,,17.8,,1019.9,
2024-11-22 00:00:00,22,16.2,27,0,,,16,,1019.5,
2024-11-23 00:00:00,23.1,18.9,28.6,0,,,17.8,,1016.5,
2024-11-24 00:00:00,25.9,20.8,31.9,0.6,,,18.3,,1010.4,
2024-11-25 00:00:00,23.9,19.8,32.4,13,,,13.3,,1010.7,
2024-11-26 00:00:00,22.7,18.2,30,0,,,12.3,,1009.3,
2024-11-27 00:00:00,21.4,16.9,28.6,18,,,12.6,,1008.1,
2024-11-28 00:00:00,22.2,17.4,27,7.9,,,13.9,,1010,
2024-11-29 00:00:00,21.5,16.2,27,8.6,,,10,,1013.1,
2024-11-30 00:00:00,20.1,14.7,27.3,0,,,12.6,,1015,
2024-12-01 00:00:00,19.7,16.5,23,27.1,,,16.6,,1002.8,
2024-12-02 00:00:00,17.1,10.6,22.3,26.9,,,14.8,,1009.6,
2024-12-03 00:00:00,13.7,6.5,22.1,0,,,8.5,,1015.7,
2024-12-04 00:00:00,21.7,14.2,27.6,0,,,14.8,,1013,
2024-12-05 00:00:00,25.3,19.4,32,1.6,,,15.1,,1006.8,
2024-12-06 00:00:00,21.9,16,32.5,6.1,,,13.4,,1005.7,
2024-12-07 00:00:00,15.8,10,28,0,,,11.3,,1016.3,
2024-12-08 00:00:00,15.4,7.1,21.7,0,,,10,,1018.9,
2024-12-09 00:00:00,18.6,9.8,24.4,,,,8.5,,1016.4,
2024-12-10 00:00:00,22.7,13.5,30,,,,10.1,,1014.6,
2024-12-11 00:00:00,24.9,20.1,30,,,,15.8,,1012.3,
2024-12-12 00:00:00,26.7,22.2,32,,,,16.2,,1009.2,
2024-12-13 00:00:00,22.9,18.6,32.7,,,,12.1,,1009.1,
2024-12-14 00:00:00,21.3,15.4,27.8,0.1,,,13,,1010.9,
2024-12-15 00:00:00,20.6,15.1,28,0,,,13.4,,1014.2,
2024-12-16 00:00:00,18.7,9.5,27.3,0,,,11.3,,1016.8,
2024-12-17 00:00:00,21.8,14.8,27.8,0,,,14.2,,1017.4,
2024-12-18 00:00:00,24.9,21,28.9,0,,,14.5,,1012.6,
2024-12-19 00:00:00,23.8,18.5,30.5,1,,,7.8,,1008.9,
2024-12-20 00:00:00,24.7,19.2,29.9,3.2,,,16.3,,1006.9,
2024-12-21 00:00:00,18.5,12,30.1,0,,,11.3,,1017,
