date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-21 00:00:00,22.3,16.4,27.9,0,,,9.2,,1014.2,
2023-12-22 00:00:00,23,17.2,28,0,,,12.2,,1012.6,
2023-12-23 00:00:00,25.5,19,32.4,4.5,,,10.1,,1010.9,
2023-12-24 00:00:00,23.1,19.2,32.6,13.8,,,14.2,,1011.1,
2023-12-25 00:00:00,20.8,15.4,25.6,9.1,,,11.9,,1013.4,
2023-12-26 00:00:00,20,9,27.6,0,,,7.9,,1018.3,
2023-12-27 00:00:00,24.9,16.9,30.1,0,,,12.9,,1012.5,
2023-12-28 00:00:00,25.6,19,31.2,1,,,14.4,,1004.1,
2023-12-29 00:00:00,22.4,16,31.3,0,,,13.3,,1011.7,
2023-12-30 00:00:00,18.8,9.2,25.1,0,,,8.4,,1018.9,
2023-12-31 00:00:00,23.4,19.6,27,1,,,13.1,,1015.8,
